"licensee_name","doing_business_as","license_number","license_type","expiration","street_address","city","state","zip"
"EAT BISTRO & DRINKS LLC","EAT BISTRO & DRINKS","03-08289","Hotel & Restaurant (city)","2019-07-18","316 WEST MAIN STREET","New Castle","CO",81647
"INNERMOUNTAIN DISTRIBUTING COMPANY INC","INNERMOUNTAIN DISTRIBUTING COMPANY","04-00493","Fermented Malt Beverage Wholesale","2019-03-10","6230 COUNTRY ROAD 335","New Castle","CO",81647
"KUM & GO LC","KUM & GO #927","12-40424-0005","Fermented Malt Beverage Off (city)","2019-12-06","801 CASTLE VALLEY BLVD","New Castle","CO",81647
"RUSTY STAR LLC","PAWNEE STATION","03-05730","Hotel & Restaurant (city)","2020-01-13","134 STATE HIGHWAY 14","New Raymer","CO",80742
"COLORADO CATTLE COMPANY LLC","COLORADO CATTLE COMPANY","14-69166-0000","Hotel & Restaurant (county)","2019-04-24","70008 WCR 132","New Raymer","CO",80742
"BOOTSTRAP BREWING CO LLC","BOOTSTRAP BREWING","15-81194-0002","Manufacturer (brewery)","2019-05-08","6778 N 79TH ST","Niwot","CO",80503
"THE OLD OAK COFFEEHOUSE LLC","OLD OAK COFFEEHOUSE","03-07917","Beer & Wine (county)","2019-07-17","136 2ND AVENUE, UNIT B","Niwot","CO",80544
"TREPPEDA'S INC","TREPPEDA'S GOURMET MARKET","23-65892-0000","Hotel & Restaurant (county)","2020-01-12","300 SECOND AVE #104 & 105","Niwot","CO",805445902
"TASTES GREAT CORP","COLTERRA","35-00061-0000","Hotel & Restaurant (county)","2020-02-28","210 FRANKLIN STREET","Niwot","CO",80544
"LUCKYPIE NIWOT LLC","LUCKYPIE PIZZA & TAP HOUSE","03-08193","Hotel & Restaurant (county)","2019-06-19","7916 NIWOT ROAD","Niwot","CO",80503
"NIWOT HOLDINGS LLC","NIWOT TAVERN","12-68999-0000","Tavern (county)","2019-06-14","7960 NIWOT RD #D-12","Niwot","CO",80503
"GARCIA'S OF NIWOT INC","AJUUA","28-26789-0000","Hotel & Restaurant (county)","2020-01-02","7960 NIWOT RD, UNIT D-11","Niwot","CO",80503
"LVGC LLC","PERSIMMON GRILL AT LAKE VALLEY GOLF","13-41159-0000","Hotel & Restaurant / Optional (county)","2020-05-02","4400 LAKE VALLEY DR","Niwot","CO",805038313
"NIWOT LIQUOR, INC","NIWOT LIQUORS","41-26303-0000","Liquor Store (county)","2019-05-04","361 2ND AVE #100","Niwot","CO",805445965
"BOOTSTRAP BREWING CO LLC","BOOTSTRAP BREWING","15-81194-0001","Wholesale Beer (malt liquor)","2019-05-08","6778 N 79TH ST","Niwot","CO",80503
"MEDOVINA INC","MEDOVINA INC","03-03114","Limited Winery","2019-06-16","308 THIRD AVE","Niwot","CO",80544
"1914 HOUSE LLC","1914 HOUSE","03-05479","Hotel & Restaurant (county)","2019-10-20","121 2ND AVENUE","Niwot","CO",80544
"LEEVERS SUPERMARKETS INC","SAVE-A-LOT 104TH","04-01106","Fermented Malt Beverage Off (city)","2020-02-04","1000 104TH AVENUE","North Glenn","CO",80234
"RMR COLORADO LLC","BLACK EYED PEA","42-66648-0003","Hotel & Restaurant (city)","2019-05-07","211 WEST 104TH AVENUE","Northglenn","CO",802344103
"ALBERTSONS LLC","SAFEWAY STORE #881","26-66709-0039","Fermented Malt Beverage Off (city)","2019-09-14","500 E 120TH AVE","Northglenn","CO",802331143
"FIRST WATCH RESTAURANTS INC","FIRST WATCH","03-08241","Hotel & Restaurant (city)","2019-06-11","100 EAST 120TH AVENUE #G140","Northglenn","CO",80233
"USA FOOD & GAS LLC","USA FOOD & GAS","04-00960","Fermented Malt Beverage Off (city)","2019-12-19","1720 EAST 112TH AVENUE","Northglenn","CO",80233
"NORTHGLENN BPOE LODGE #2438","NORTHGLENN ELKS LODGE","11-69506-0002","Club License (city)","2019-12-31","10969 IRMA DR","Northglenn","CO",80233
"NORTHGLENN CUNTHER TOODY'S LLC","GUNTHER TOODY'S DINER","03-06266","Hotel & Restaurant (city)","2019-04-03","301 WEST 104TH AVENUE","Northglenn","CO",80234
"4T BOWL RESTAURANT INC","SAIGON BASIL","03-01519","Hotel & Restaurant (city)","2019-06-04","10665 MELODY DRIVE","Northglenn","CO",80234
"MANMEET INC","RANGEVIEW LIQUORS","03-04588","Liquor Store (city)","2019-07-07","11350 HURON STREET","Northglenn","CO",80234
"LI FAMILY INC.","OKINAWA SUSHI","03-10122","Hotel & Restaurant (city)","2019-08-22","11985 WASHINGTON STREET, UNIT 2","Northglenn","CO",80233
"CIRCLE K STORES INC","CIRCLE K STORE #2709859","21-65089-0121","Fermented Malt Beverage Off (city)","2019-10-25","2265 EAST 120TH AVENUE","NORTHGLENN","CO",802331407
"TAZIKIS DENVER LLC","TAZIKI'S MEDITERRANEAN CAFE","03-03298","Beer & Wine (city)","2019-07-10","100 EAST 120TH AVE # C110","Northglenn","CO",80233
"BUENO/KIRK INC","AT CHEERS","12-91032-0000","Tavern (city)","2019-03-07","11964 WASHINGTON","Northglenn","CO",802331121
"HIGH TIDE LIQUOR LLC","HIGH TIDE LIQUOR","03-08633","Liquor Store (city)","2019-10-01","11215 WASHINGTON STREET UNIT B","Northglenn","CO",80233
"JIM N NICKS DENVER I LLC","JIM N NICKS BAR-B-Q","03-04261","Hotel & Restaurant (city)","2019-03-17","100 E 120TH AVE #E110","Northglenn","CO",80233
"RED LOBSTER RESTAURANTS LLC","RED LOBSTER #0328","03-03639","Hotel & Restaurant (city)","2019-12-18","1350 W 104TH AVE","Northglenn","CO",80234
"BD OF COLORADO LLC","BAD DADDY'S BURGER BAR","03-02720","Hotel & Restaurant (city)","2019-06-22","100 E 120TH AVE   UNIT B-120","Northglenn","CO",80233
"ARDAAS INC * 7-ELEVEN INC","7-ELEVEN STORE 13188B","04-01080","Fermented Malt Beverage Off (city)","2020-02-10","11421 WASHINGTON STREET","Northglenn","CO",80233
"AMF BOWLING CENTERS INC","AMF NORTHGLENN","03-68728-0003","Hotel & Restaurant (city)","2019-05-15","310 W 104TH AVE","Northglenn","CO",802344106
"BEER BY DESIGN BREWERY LLC","BEER BY DESIGN BREWERY","03-00691","Wholesale Beer (malt liquor)","2020-01-22","2100 E 112TH AVE UNIT 1","Northglenn","CO",80233
"WELDEGERGIS LLC","BIG D'S LIQUOR","03-05352","Liquor Store (city)","2019-10-26","10651 MELODY DRIVE A2 & A3","Northglenn","CO",80234
"WALMART INC.","WALMART MARKET #4747","04-00239","Fermented Malt Beverage Off (city)","2019-06-24","10755 WASHINGTON STREET","Northglenn","CO",80233
"Q TABLE BBQ BUFFET LLC","SEOUL BBQ 2","42-84104-0000","Hotel & Restaurant (city)","2019-08-29","311 W 104TH AVE","Northglenn","CO",802344105
"CATERING BY LOMBARDI LLC","BRAVOS ITALIAN RESTAURANT","03-10102","Hotel & Restaurant (city)","2019-07-04","10691 MELODY DRIVE, UNIT C & E","Northglenn","CO",80234
"PARRY'S PIZZA V LLC","PARRY'S PIZZA","03-04458","Hotel & Restaurant (city)","2019-03-05","100 EAST 120TH, UNIT F-110","Northglenn","CO",80233
"THREE TREASURES INC","APPLE LIQUORS","03-06838","Liquor Store (city)","2019-08-24","900 WEST 104TH AVENUE","Northglenn","CO",80234
"CINZZETTI'S RESTAURANT CORP","CINZZETTI'S ITALIAN MARKET RESTAURANT","14-39872-0000","Hotel & Restaurant (city)","2019-08-09","281 W 104TH AVE","Northglenn","CO",802344103
"MELODY STORE INC &7-ELEVEN INC","7-ELEVEN STORE 29314A","42-39272-0000","Fermented Malt Beverage Off (city)","2019-12-14","10410 MELODY DR","Northglenn","CO",80234
"R&M LIQUORS INC","R&M LIQUORS","03-02020","Liquor Store (city)","2019-10-06","11926 WASHINGTON ST","Northglenn","CO",80233
"CIRCLE K STORES INC","CIRCLE K STORE #2709862","21-65089-0122","Fermented Malt Beverage Off (city)","2019-10-28","290 WEST 104TH AVENUE","Northglenn","CO",802344104
"NORTHGLENN AMERICAN LEGION POST 22","NORTHGLENN AMERICAN LEGION POST 22","11-93830-0000","Club License (city)","2019-03-27","11081 IRMA DR","Northglenn","CO",802333618
"JJB UNLIMITED LLC","JJB UNLIMITED LLC","03-05735","Manufacturer (distillery & rectifier)","2020-01-03","910 EAST 120 AVENUE","Northglenn","CO",80233
"RJMS RESTAURANT GROUP LLC","GLENN BAR AND GRILLE THE","42-24747-0000","Tavern (city)","2019-03-28","11140 IRMA DR","NORTHGLENN","CO",802333613
"APRO LLC","MY GOODS MARKET #6515","04-00412","Fermented Malt Beverage Off (city)","2019-10-15","500 WEST 120TH AVENUE","Northglenn","CO",80234
"MELEY WINE & SPIRITS LLC","UNITED BEVERAGE","03-08296","Liquor Store (city)","2019-06-21","1760 EAST 112TH AVENUE","Northglenn","CO",80233
"SNAPPY NAILS & SPA 8 INC","PINK & WHITE NAILS","03-05721","Beer & Wine (city)","2019-12-21","420 EAST 120TH AVENUE  SUITE B-9","Northglenn","CO",80233
"LEOPOLDO FRAIRE ENRRIQUEZ","ROCKY MOUNTAIN SPORTS CENTER","03-10103","Beer & Wine (city)","2019-06-19","2180 EAST 112TH AVENUE","Northglenn","CO",80233
"BOARDWALK PIZZERIA INC","BOARDWALK PIZZERIA","03-06111","Hotel & Restaurant (city)","2019-02-24","1420 WEST 104TH AVENUE","Northglenn","CO",80234
"EL MIRADOR INC","EL MIRADOR","03-04076","Hotel & Restaurant (city)","2019-04-08","11370 HURON STREET","Northglenn","CO",80234
"APPLE COLORADO LLC","APPLEBEES NEIGHBORHOOD GRILL & BAR","03-00569","Hotel & Restaurant (city)","2019-12-06","100 W 104TH AVE","Northglenn","CO",80234
"SMASHBURGER ACQUISI DENVER LLC","SMASHBURGER","42-69969-0000","Hotel & Restaurant (city)","2019-07-07","832 EAST 120TH AVE","Northglenn","CO",80233
"RARE HOSPITALITY MANAGEMENT, LLC","LONGHORN STEAKHOUSE # 5527","03-02268","Hotel & Restaurant (city)","2019-12-29","100 E 120TH AVE BLDG A","Northglenn","CO",80233
"TEXAS ROADHOUSE HOLDINGS LLC","TEXAS ROADHOUSE","03-04809","Hotel & Restaurant (city)","2019-06-30","231 W 104TH AVE","Northglenn","CO",80234
"MANIHANI ENTERPRISES INC","LIQUOR BANK","03-05229","Liquor Store (city)","2019-11-15","462 MALLEY DRIVE","Northglenn","CO",80233
"PERIODIC BREWING LLC","PERIODIC BREWING","03-09399","Brew Pub (city)","2019-02-12","2100 EAST 112TH AVENUE  SUITE 1","Northglenn","CO",80233
"COLORADO HOSPITALITY SERVICES INC","RAMADA PLAZA/COLORADO BAR & GRILL","41-34036-0003","Hotel & Restaurant (city)","2019-12-28","10 E 120TH AVE","Northglenn","CO",80233
"BISHOP BURROUGHS III LLC","HILLCREST LIQUORS","03-05661","Liquor Store (city)","2019-12-16","1416 WEST 104TH AVENUE","Northglenn","CO",80234
"MANIHANI SONS INC","NORTHGLENN DISCOUNT LIQUOR","03-09386","Liquor Store (city)","2019-05-06","420 EAST 120TH AVEUNE #B-3","Northglenn","CO",80233
"APRO LLC","CIRCLE K #6521","04-00411","Fermented Malt Beverage Off (city)","2019-11-13","160 WEST 104TH AVENUE","Northglenn","CO",80234
"BOONDOCKS FUN CENTER NORTHGLENN LLC","BOONDOCKS FUN CENTER","12-53124-0000","Beer & Wine (city)","2019-09-18","11425 COMMUNITY CTR DR","Northglenn","CO",80233
"LIQUOR LOCKER LTD.","LIQUOR LOCKER LTD.","03-10423","Liquor Store (city)","2019-09-25","11423 WASHINGTON STREET","Northglenn","CO",80233
"GUTIERREZ FEDERICO","EL SABOR JEREZANO RESTAURANT","24-88860-0000","Hotel & Restaurant (city)","2019-10-18","10639 MELODY DR","Northglenn","CO",802334113
"HIMALAYA ENTERPRISES INC","Y-MART","40-23034-0000","Fermented Malt Beverage Off (city)","2019-02-07","10770 N WASHINGTON ST","Northglenn","CO",80233
"WING CAVE AND GRILL INC THE","WING CAVE AND GRILL INC THE","03-02664","Hotel & Restaurant (city)","2019-03-04","1450 W 104TH AVE","Northglenn","CO",80234
"CST METRO LLC","CIRCLE K #2741115","04-00580","Fermented Malt Beverage Off (city)","2019-03-28","11195 HURON STREET","Northglenn","CO",80234
"N W D LLC","NORWOOD LIQUOR","12-35189-0000","Liquor Store (city)","2019-04-01","1505 GRAND AVE","NORWOOD","CO",81423
"MAGGIES PIZZA LLC","MAGGIES PIZZA","03-03820","Beer & Wine (city)","2019-10-23","1615 GRAND AVE","Norwood","CO",81423
"SCOT ROMAINE","THE DIVIDE","03-09370","Hotel & Restaurant (city)","2020-02-14","1610 GRAND AVENUE","Norwood","CO",81423
"ROUDEBUSH JOANNE M","ROUDEBUSH'S LOCAL LIQUOR INC","28-15238-0000","Liquor Store (city)","2019-06-10","1565 GRAND AVENUE","Norwood","CO",81423
"RICHARDS AGNESS A","CEDAR BOWL THREE COINS","04-53646-0000","Tavern (county)","2019-12-28","WEST 10TH AVE","Nucla","CO",81424
"SPIRITS OF THE TABEGUACHE LLC","SPIRITS OF THE TABEGUACHE","03-10284","Liquor Store (city)","2019-09-25","440 MAIN STREET","Nucla","CO",81424
"LOCAL FLAVOR INC","CIRCLE R BAR","35-19075-0000","Beer & Wine (city)","2019-12-27","202 SOUTH SHARP STREET","Oak Creek","CO",80467
"BONFIGLIO DRUG INC","BONFIGLIO DRUG","09-76124-0000","Liquor Licensed Drug Store (city)","2019-10-02","118 W MAIN STREET","Oak Creek","CO",80467
"LOCAL FLAVOR","LUPITA'S CANTINA","03-08173","Beer & Wine (city)","2019-07-24","222 EAST MAIN STREET","Oak Creek","CO",80467
"SILVER BUCKLE SALOON INC","SILVER BUCKLE SALOON","03-10760","Tavern (city)","2019-10-24","105 EAST MAIN STREET","Oak Creek","CO",80467
"Q'S ENTERPRISES LLC","COLORADO BAR & GRILL","03-07485","Tavern (city)","2020-01-17","100 EAST MAIN","Oak Creek","CO",80467
"SPIRO'S LIQUOR INC","SPIRO'S LIQUORS INC","03-10608","Liquor Store (city)","2019-10-18","107 WEST MAIN STREET","Oak Creek","CO",80467
"LJH OAK CREEK INC","SELECT SUPER MARKET","04-01091","Fermented Malt Beverage Off (city)","2020-03-03","103 WEST MAIN STREET","Oak Creek","CO",80467
"R&B KOYOTE LIQUORS INC","KOYOTE LIQUORS","14-43415-0000","Liquor Store (city)","2019-10-30","202 N HWY 50 BUS LOOP","Olathe","CO",81425
"INFORMATION ENGINEERING SERVICES INC","COTTONWOOD CELLARS","03-10982","Wine Delivery Permit","2019-12-12","5482 HIGHWAY 348","Olathe","CO",81425
"INFORMATION ENGINEERING SERVICES INC","COTTONWOOD CELLARS","03-02473","Limited Winery","2019-12-26","5482 CO HIGHWAY 348","Olathe","CO",81425
"LAWRENCE DAVID GARRETT","GARRETT ESTATE CELLARS","03-11171","Limited Winery","2020-02-24","53582 FALCON ROAD","Olathe","CO",81425
"MIDDLETON BETTE JEAN","JUG LIQUOR STORE","24-93502-0000","Liquor Store (city)","2020-01-11","323 MAIN ST","Olathe","CO",81425
"SHORELINE INVESTMENTS INC","SHORELINE MARINA","09-65426-0000","Fermented Malt Beverage On/Off (county)","2019-07-10","26363 MCR 3","Orchard","CO",80649
"RL SHILTS LLC","DELIRIOUS LIQUORS","12-88904-0000","Liquor Store (city)","2019-10-12","12840 HWY 65 #4","Orchard City","CO",81418
"THE LIQUOR CUBBY LLC","LIQUOR CUBBY THE","03-02428","Liquor Store (city)","2020-01-27","207 MAIN ST","Ordway","CO",81063
"J R'S COUNTRY STORES INC","J R'S COUNTRY STORE 102","06-09281-0010","Fermented Malt Beverage Off (county)","2019-09-15","18055 COUNTY RD G","ORDWAY","CO",810639757
"JOHN BUTLER POST 336 V F W","JOHN BUTLER POST 336 V F W","09-43346-0000","Tavern (city)","2019-08-10","104 ARKANSAS ST","Ordway","CO",810631214
"THE LIQUOR CUBBY LLC","CORNER LIQUOR CUBBY","03-09782","Liquor Store (county)","2020-04-29","6989 HIGHWAY 71","Ordway","CO",81063
"DOLLAR IRENE S","COLUMBINE SALOON","09-45413-0000","Tavern (city)","2020-03-17","217 MAIN STREET","ORDWAY","CO",810631404
"LAKE CABIN LLC","RED MOUNTAIN ALPINE LODGE","03-10616","Lodging & Entertainment (County)","2019-12-05","2631 COUNTY ROAD 31","Ouray","CO",81427
"LITTLE SWITZERLAND RESORT INC","OURAY KOA CAMPGROUND","04-83082-0000","Beer & Wine (county)","2019-05-17","225 HWY 23  SUITE C","Ouray","CO",814270000
"OURAY LIQUORS LLC","OURAY LIQUORS LLC","28-16914-0000","Liquor Store (city)","2019-10-24","611 Main St","Ouray","CO",81427
"RED MOUNTAIN BREWING LLC","RED MOUNTAIN BREWING","03-07889","Brew Pub (city)","2019-05-08","400 MAIN STREET","Ouray","CO",81427
"OUTLAW TRADITION LLC","OUTLAW RESTAURANT","42-70517-0000","Hotel & Restaurant (city)","2019-07-16","610 MAIN ST","Ouray","CO",814279903
"BEAUMONT FOOD SERVICE LLC","BEAUMONT GRILL","12-89458-0000","Hotel & Restaurant (city)","2019-11-01","505 MAIN ST","Ouray","CO",81427
"BUEN TIEMPO LLC","BUEN TIEMPO","12-19143-0000","Hotel & Restaurant (city)","2019-07-12","515 MAIN ST","Ouray","CO",81427
"VANDER PLOEG HANS VANDER PLOEG INGRID","CHINA CLIPPER INN","42-73655-0000","Bed & Breakfast Permit","2020-01-15","525 2ND STREET","Ouray","CO",81427
"FRIENDS OF THE WRIGHT OPERA HOUSE","FRIENDS OF THE WRIGHT OPERA HOUSE","42-94142-0002","Tavern (city)","2019-05-07","472 MAIN STREET","OURAY","CO",81427
"OURAY BREWERY LLP","OURAY BREWERY","15-75245-0001","Brew Pub (city)","2019-07-27","607 - 609 MAIN ST","Ouray","CO",814279903
"ALPENGLOW PROPERTIES OURAY INC","TWIN PEAKS LODGE & HOT SPRINGS","28-36861-0002","Hotel & Restaurant (city)","2019-06-02","125 THIRD AVENUE","Ouray","CO",81427
"KIDO ENTERPRISES, LLC","OURAY INN","03-06270","Bed & Breakfast Permit","2020-03-30","120 WEST 6TH AVENUE","Ouray","CO",81427
"FOR THE LOVE OF FOOD LLC","BON TON","03-01488","Hotel & Restaurant (city)","2019-06-11","426 MAIN ST, UNIT 2","Ouray","CO",81427
"MR GRUMPY PANTS BREWING CO LTD THE","OURAYLE HOUSE","26-76547-0002","Wholesale Beer (malt liquor)","2019-07-29","703 MAIN ST","Ouray","CO",81427
"PIEPER GREGG PIEPER ROSEMARIE","WESTERN HOTEL/MONTE ALTA ROOM & SALOON","09-77141-0000","Hotel & Restaurant (city)","2019-12-09","210 7TH AVE","Ouray","CO",81427
"THE COACHLIGHT LLC","COACHLIGHT RESTAURANT & TAVERN","03-08290","Hotel & Restaurant (city)","2019-07-17","118 7TH AVENUE","Ouray","CO",81427
"KJ WOOD DISTILLERS LLC","KJ WOOD DISTILLERS LLC","03-01023","Manufacturer (distillery & rectifier)","2020-03-19","929 MAIN STREET","Ouray","CO",81427
"BPOE LODGE","OURAY LODGE NO 492","04-01748-0002","Club License (city)","2019-12-31","421 MAIN ST","Ouray","CO",81427
"SECRET GARDEN CATERING INC","SECRET GARDEN BED & BREAKFAST","07-83231-0000","Bed & Breakfast Permit","2019-06-26","101 6TH AVE","Ouray","CO",81427
"CLARK AND HAGLUND LLC","GOLD BELT BAR & GRILL","42-70565-0002","Hotel & Restaurant (city)","2019-12-29","800 MAIN ST","OURAY","CO",81427
"TABJ COMPANY","THE SILVER EAGLE SALOON","03-07850","Tavern (city)","2019-04-05","617 MAIN STREET","Ouray","CO",81427
"KJ WOOD DISTILLERS LLC","KJ WOOD DISTILLERS LLC","03-01035","Wholesale (vinous & spirituous)","2020-03-19","929 MAIN STREET","Ouray","CO",81427
"MR GRUMPY PANTS BREWING CO LTD THE","OURAYLE HOUSE","26-76547-0001","Manufacturer (brewery)","2019-07-29","703 MAIN ST","Ouray","CO",81427
"THAI CHILI OURAY LLC","THAI CHILI OURAY","03-08819","Hotel & Restaurant (city)","2019-11-30","740 MAIN STREET","Ouray","CO",81427
"JTJ COMPANIES LLC","O'BRIENS'S PUB AND GRILL","03-03054","Hotel & Restaurant (city)","2019-06-25","726 MAIN ST","Ouray","CO",81427
"BACKSTREET BISTRO LLC","BACKSTREET BISTRO","15-76756-0000","Hotel & Restaurant (city)","2019-05-17","219 7TH AVENUE","Ouray","CO",81427
"BRICKHOUSE 737 LLC","BRICKHOUSE 737","03-06211","Hotel & Restaurant (city)","2020-04-04","737 MAIN STREET","Ouray","CO",81427
"ARROWBEAR INC","BLACK BEAR MANOR","03-08191","Bed & Breakfast Permit","2019-06-13","118 6TH AVENUE","Ouray","CO",81427
"JTP INCORPORATED","OURAY RV PARK AND CABINS/OURAY CAFE","03-08742","Beer & Wine (city)","2020-02-13","1700 NORTH MAIN STREET","Ouray","CO",81427
"BIG B'S BAR & GRILL LTD","BIG B'S BAR & GRILL","03-10938","Hotel & Restaurant (city)","2020-02-10","217 MAIN STREET","Ovid","CO",80744
"GREEN VALERIE ANN","CANYON CREST LODGE","07-56874-0000","Bed & Breakfast Permit","2020-01-12","580 A YEOMAN DRIVE MARTINEZ CANYON","Pagosa Springs","CO",811478341
"LONE STAR CONNECTION LLC","HIGH COUNTRY LODGE","03-09685","Hotel & Restaurant (county)","2019-05-08","3821 EAST HIGHWAY 160","Pagosa Springs","CO",81147
"PAGOSA LODGING 2 LLC","REZ HILL GRILL","03-03131","Hotel & Restaurant (city)","2019-09-10","158 HOT SPRINGS BLVD","Pagosa Springs","CO",81147
"OLSEN DAVID C","TURKEY SPRINGS TRADING POST","07-74009-0000","Liquor Store (county)","2019-07-11","11497 W HWY 160","Pagosa Springs","CO",81147
"MOUNTAIN SPIRITS INC","MOUNTAIN SPIRITS","07-58387-0000","Liquor Store (city)","2019-12-07","135 COUNTRY CENTER STE B-1","Pagosa Springs","CO",811478351
"WALMART INC.","WALMART SUPERCENTER #5003","04-00306","Fermented Malt Beverage Off (city)","2020-01-29","211 ASPEN VILLAGE DR","Pagosa Springs","CO",81147
"LANGFORD HOLLY ANN","WOODSHED DISTILLING","03-01931","Manufacturer (distillery & rectifier)","2019-09-29","1150 COUNTY RD 600 UNIT B","Pagosa Springs","CO",81147
"AVALANCHE ENTERTAINMENT INC","AVALANCHE PIZZA & ARCADE","03-09308","Hotel & Restaurant (city)","2020-01-18","755 SAN JUAN STREET  SUITE A & B","Pagosa Springs","CO",81147
"2 CHICKS & A HIPPIE LLC","2 CHICKS & A HIPPIE","03-10498","Hotel & Restaurant (county)","2019-10-08","117 NAVAJO TRAIL DRIVE SUITE A","Pagosa Springs","CO",81147
"ALLEY HOUSE GRILLE LLC","ALLEY HOUSE GRILL","26-67111-0000","Hotel & Restaurant (city)","2019-07-19","214 PAGOSA STREET","Pagosa Springs","CO",81147
"EVERYDAY STORES LLC","EVERYDAY STORES #5715","18-26348-0015","Fermented Malt Beverage Off (city)","2019-09-14","300 EAST PAGOSA STREET","Pagosa Springs","CO",81147
"SPRINGS ABC LLC","THE SPRINGS RESORT & SPA","03-11036","Resort Complex (city)","2020-01-03","165 & 323 HOT SPRINGS BOULEVARD","Pagosa Springs","CO",81147
"TONY'S TAPS LLC","PAGOSA BREWING CO","07-78187-0000","Brew Pub (county)","2019-05-14","118 N PAGOSA BLVD","Pagosa Springs","CO",811478470
"BELVEDERE ART TILE, LLC","BELVEDERE ARTS LTD","03-10243","Art Gallery Permit","2019-07-10","2363 EAGLE DRIVE","Pagosa Springs","CO",81147
"ELKWOOD MANOR PAGOSA SPRINGS INC","ELKWOOD MANOR BED & BREAKFAST","03-05126","Bed & Breakfast Permit","2019-09-09","85 EASY STREET","Pagosa Springs","CO",81147
"GONE COUNTRY VENTURES LLC","SHOOTERS & SHENANIGANS","03-07863","Hotel & Restaurant (city)","2019-05-10","23 PIKE DRIVE","Pagosa Springs","CO",81147
